age,gender,education,employment_type,years_employed,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,monthly_emi,emi_to_income,loan_to_income,loan_purpose,default
42,Female,Master,Salaried,4.0,150000.0,521165,60,9.77,780.0,1,11014.33,0.8811,3.4744,Home,0
45,Male,High School,Self-Employed,6.0,150000.0,747577,84,13.88,643.0,1,13960.09,1.1168,4.9838,Vehicle,1
33,Female,Master,Unemployed,6.0,150000.0,150932,60,11.11,655.0,1,3289.91,0.2632,1.0062,Business,0
38,Male,High School,Salaried,0.0,150000.0,746072,36,12.84,736.0,0,25080.66,2.0065,4.9738,Vehicle,0
53,Female,High School,Self-Employed,8.0,150000.0,682238,120,15.92,,0,11394.39,0.9116,4.5483,Home,0
36,Female,Bachelor,Self-Employed,,150000.0,678574,84,21.45,628.0,0,15666.55,1.2533,4.5238,Home,0
62,Female,PhD,Salaried,3.0,150000.0,636093,36,14.09,693.0,1,21767.97,1.7414,4.2406,Medical,0
64,Female,PhD,Self-Employed,9.0,272564.0,1269055,84,16.71,749.0,3,25721.92,1.1324,4.656,Medical,0
22,Male,High School,Salaried,7.0,150000.0,241336,84,20.9,609.0,1,5490.7,0.4393,1.6089,Education,0
55,Male,High School,Self-Employed,10.0,150000.0,370077,60,22.81,627.0,1,10392.29,0.8314,2.4672,Medical,0
62,Male,Bachelor,Self-Employed,6.0,204493.0,543781,84,13.27,787.0,1,9972.44,0.5852,2.6592,Vehicle,0
54,Female,Bachelor,Unemployed,7.0,150000.0,120886,12,10.44,685.0,1,10652.55,0.8522,0.8059,Education,1
50,Female,Master,Business,10.0,150000.0,737144,48,17.11,620.0,2,21312.3,1.705,4.9143,Education,0
33,Female,Bachelor,Salaried,13.0,163443.0,588802,60,22.28,610.0,0,16355.95,1.2009,3.6025,Personal,0
33,Female,Master,Salaried,5.0,172347.0,436393,12,11.6,776.0,2,38691.38,2.694,2.5321,Education,0
38,Female,Bachelor,Self-Employed,7.0,150000.0,744776,12,15.74,628.0,0,67482.56,5.3986,4.9652,Home,0
52,Female,Bachelor,Self-Employed,9.0,150000.0,258733,24,15.52,767.0,0,12609.11,1.0087,1.7249,Business,0
52,Female,Master,Business,9.0,150000.0,302488,36,22.8,716.0,0,11677.72,0.9342,2.0166,Home,0
55,Female,High School,Salaried,4.0,290731.0,395059,84,15.04,639.0,0,7632.23,0.315,1.3588,Business,0
59,Female,High School,Business,6.0,150000.0,200895,120,16.35,649.0,1,3409.2,0.2727,1.3393,Business,0
49,Male,Master,Salaried,9.0,,202224,84,9.78,,1,3334.22,0.2667,1.3482,Vehicle,0
49,Female,High School,Salaried,7.0,150000.0,487314,60,15.06,686.0,2,11608.52,0.9287,3.2488,Vehicle,1
64,Male,High School,Salaried,14.0,150000.0,273540,60,13.14,773.0,1,6243.5,0.4995,1.8236,Education,0
36,Male,Master,Business,5.0,150000.0,717416,84,11.16,708.0,4,12344.35,0.9875,4.7828,Education,0
64,Female,Bachelor,Salaried,3.0,150000.0,626290,48,15.89,594.0,1,17713.97,1.4171,4.1753,Home,1
30,Male,Bachelor,Unemployed,8.0,150000.0,183813,120,20.22,783.0,2,3579.14,0.2863,1.2254,Vehicle,1
50,Female,Bachelor,Self-Employed,3.0,150000.0,637936,84,10.42,854.0,4,10729.45,0.8584,4.2529,Personal,0
45,Male,Bachelor,Salaried,5.0,150000.0,308318,84,9.84,599.0,0,5092.99,0.4074,2.0555,Home,1
59,Male,PhD,Self-Employed,7.0,194243.0,296212,120,9.55,542.0,1,3841.02,0.2373,1.525,Business,0
40,Male,High School,Salaried,6.0,311607.0,1252448,60,20.09,,3,33244.96,1.2803,4.0193,Home,1
25,Male,Bachelor,Self-Employed,6.0,150000.0,653473,12,20.5,681.0,4,60690.63,4.8553,4.3565,Business,0
21,Male,Master,Salaried,4.0,168131.0,810731,12,22.16,736.0,1,75942.31,5.4202,4.822,Home,1
50,Male,Bachelor,Self-Employed,8.0,150000.0,358647,48,23.41,690.0,1,11575.88,0.9261,2.391,Home,0
23,Male,Master,Salaried,15.0,150000.0,454425,120,13.73,635.0,0,6982.11,0.5586,3.0295,Personal,0
34,Male,Master,Salaried,10.0,150000.0,490069,12,13.12,611.0,3,43799.22,3.5039,3.2671,Home,1
50,Male,Bachelor,Salaried,0.0,150000.0,498700,12,23.86,678.0,3,47123.09,3.7698,3.3247,Personal,0
24,Female,Bachelor,Salaried,5.0,150000.0,346455,60,9.85,759.0,3,7335.6,0.5868,2.3097,Business,0
38,Male,Bachelor,Unemployed,9.0,150000.0,177836,120,8.19,637.0,0,2175.54,0.174,1.1856,Vehicle,0
57,Female,Master,Salaried,1.0,150000.0,122550,36,13.86,724.0,0,4180.14,0.3344,0.817,Home,0
45,Female,Bachelor,Self-Employed,0.0,150000.0,686542,60,8.95,635.0,3,14234.83,1.1388,4.5769,Personal,0
21,Male,Bachelor,Salaried,4.0,150000.0,322421,24,13.82,624.0,1,15452.96,1.2362,2.1495,Home,0
35,Female,Bachelor,Salaried,3.0,150000.0,196963,48,14.29,753.0,1,5411.0,0.4329,1.3131,Personal,0
29,Female,High School,Self-Employed,13.0,150000.0,738911,84,18.04,777.0,1,15547.64,1.2438,4.9261,Business,0
35,Female,High School,Self-Employed,8.0,150000.0,616962,12,19.78,696.0,1,57087.03,4.567,4.1131,Education,1
44,Male,PhD,Salaried,6.0,223629.0,1099208,120,18.19,,0,19940.75,1.07,4.9153,Home,1
24,Female,Bachelor,Salaried,5.0,150000.0,263193,60,19.17,629.0,3,6852.01,0.5482,1.7546,Education,1
32,Female,High School,Self-Employed,,150000.0,387692,60,13.59,563.0,3,8938.72,0.7151,2.5846,Home,0
57,Male,Master,Salaried,7.0,150000.0,620867,84,15.03,719.0,2,11991.17,0.9593,4.1391,Vehicle,0
57,Male,Bachelor,Salaried,8.0,150000.0,447526,84,19.29,663.0,0,9747.42,0.7798,2.9835,Home,0
63,Male,Master,Salaried,8.0,199398.0,418204,12,9.93,679.0,2,36753.16,2.2118,2.0973,Home,0
26,Female,High School,Salaried,11.0,150000.0,181937,48,19.25,733.0,2,5463.97,0.4371,1.2129,Vehicle,0
59,Male,Master,Unemployed,7.0,150000.0,454191,60,23.2,610.0,0,12856.1,1.0285,3.0279,Home,0
44,Female,Bachelor,Self-Employed,10.0,150000.0,478911,36,10.4,734.0,2,15543.21,1.2435,3.1927,Vehicle,1
31,Male,Bachelor,Salaried,8.0,264133.0,988746,84,14.01,779.0,0,18534.57,0.8421,3.7434,Education,0
33,Female,High School,Business,,150000.0,608604,12,17.09,578.0,2,55533.57,4.4427,4.0574,Business,1
54,Male,Bachelor,Business,5.0,,154723,48,19.35,730.0,4,4654.86,0.3724,1.0315,Business,0
45,Male,High School,Salaried,6.0,150000.0,498868,24,11.66,701.0,1,23404.32,1.8723,3.3258,Home,0
27,Female,Master,Business,,150000.0,602472,84,17.15,731.0,1,12364.28,0.9891,4.0165,Business,0
24,Male,High School,Salaried,11.0,150000.0,337578,12,22.93,717.0,0,31746.69,2.5397,2.2505,Home,0
28,Male,Bachelor,Business,7.0,165037.0,287173,24,13.4,635.0,1,13706.74,0.9966,1.7401,Personal,0
40,Male,High School,Salaried,3.0,150000.0,398767,12,16.89,743.0,0,36348.63,2.9079,2.6584,Home,0
49,Male,High School,Self-Employed,0.0,150000.0,284308,60,17.8,637.0,1,7188.66,0.5751,1.8954,Home,0
30,Female,Bachelor,Salaried,,150000.0,419152,48,22.14,725.0,2,13237.71,1.059,2.7943,Vehicle,0
63,Female,Master,Unemployed,4.0,,283232,36,12.63,794.0,1,9492.81,0.7594,1.8882,Education,1
54,Male,Master,Salaried,8.0,150000.0,360323,24,21.9,588.0,2,18675.1,1.494,2.4022,Medical,0
46,Male,PhD,Salaried,4.0,150000.0,692718,120,18.61,622.0,1,12755.07,1.0204,4.6181,Business,1
61,Male,Master,Self-Employed,11.0,150000.0,693708,24,19.33,615.0,3,35080.18,2.8064,4.6247,Home,1
23,Female,High School,Self-Employed,2.0,150000.0,744720,120,8.59,703.0,1,9269.35,0.7415,4.9648,Business,0
26,Male,Master,Self-Employed,9.0,150000.0,403133,12,13.38,736.0,1,36078.65,2.8863,2.6876,Education,0
25,Male,Bachelor,Self-Employed,0.0,150000.0,188426,24,9.45,659.0,0,8647.15,0.6918,1.2562,Home,0
25,Male,Master,Self-Employed,2.0,150000.0,675092,120,16.77,624.0,0,11634.74,0.9308,4.5006,Home,0
43,Female,High School,Salaried,3.0,150000.0,477869,12,21.32,785.0,2,44569.61,3.5656,3.1858,Medical,0
29,Male,Master,Salaried,2.0,254003.0,981655,12,14.26,752.0,3,88260.11,4.1697,3.8647,Home,1
55,Female,High School,Salaried,,165534.0,203883,24,11.22,546.0,0,9523.38,0.6904,1.2317,Vehicle,1
40,Male,Bachelor,Unemployed,10.0,237837.0,461080,24,12.53,678.0,1,21818.93,1.1009,1.9386,Medical,1
62,Male,High School,Salaried,9.0,150000.0,260772,120,16.96,631.0,0,4525.55,0.362,1.7385,Vehicle,0
55,Male,High School,Salaried,2.0,187860.0,567131,60,20.16,,2,15076.04,0.963,3.0189,Education,0
38,Male,Bachelor,Self-Employed,6.0,207449.0,1034608,60,18.88,733.0,3,26770.03,1.5485,4.9873,Vehicle,1
37,Male,Master,Salaried,8.0,240771.0,783846,84,23.05,740.0,3,18873.8,0.9407,3.2556,Home,0
44,Male,Master,Salaried,6.0,150000.0,461683,60,22.08,657.0,0,12772.19,1.0218,3.0779,Business,0
23,Male,High School,Self-Employed,13.0,150000.0,587380,48,9.23,669.0,0,14681.21,1.1745,3.9159,Personal,0
52,Male,High School,Salaried,8.0,150000.0,296950,36,19.11,668.0,3,10901.53,0.8721,1.9797,Education,1
55,Male,Bachelor,Self-Employed,3.0,150000.0,245904,60,14.0,612.0,1,5721.76,0.4577,1.6394,Business,0
58,Female,Master,Salaried,3.0,150000.0,640679,60,13.05,659.0,0,14593.82,1.1675,4.2712,Personal,0
33,Male,High School,Salaried,3.0,150000.0,723372,12,15.35,576.0,1,65409.86,5.2328,4.8225,Education,1
45,Female,Bachelor,Business,4.0,192474.0,461231,36,20.14,673.0,2,17173.92,1.0707,2.3963,Medical,0
29,Male,High School,Salaried,,150000.0,102853,24,14.38,626.0,2,4956.75,0.3965,0.6857,Business,0
24,Male,Bachelor,Salaried,6.0,150000.0,195933,48,21.05,703.0,2,6072.47,0.4858,1.3062,Vehicle,0
34,Male,High School,Business,5.0,150000.0,653462,24,15.29,732.0,2,31774.29,2.5419,4.3564,Vehicle,1
57,Male,High School,Salaried,9.0,208345.0,218220,12,8.5,541.0,0,19033.1,1.0962,1.0474,Vehicle,0
54,Male,High School,Salaried,8.0,150000.0,590029,48,17.9,684.0,2,17301.29,1.3841,3.9335,Home,0
31,Male,High School,Salaried,0.0,172640.0,568175,60,20.38,801.0,1,15173.55,1.0547,3.2911,Vehicle,0
61,Female,High School,Self-Employed,1.0,150000.0,565544,120,12.71,653.0,0,8347.72,0.6678,3.7703,Vehicle,0
23,Male,Bachelor,Salaried,3.0,150000.0,248198,36,11.17,554.0,1,8145.68,0.6517,1.6547,Home,1
48,Male,High School,Self-Employed,3.0,166631.0,97060,36,18.06,612.0,1,3511.87,0.2529,0.5825,Personal,0
49,Male,High School,Salaried,4.0,150000.0,101834,60,13.32,704.0,1,2333.75,0.1867,0.6789,Vehicle,0
29,Female,High School,Salaried,5.0,150826.0,567380,24,22.45,726.0,0,29560.86,2.3519,3.7618,Vehicle,1
23,Female,Master,Self-Employed,8.0,150000.0,489043,24,20.15,629.0,0,24926.09,1.9941,3.2603,Business,0
45,Male,Bachelor,Salaried,2.0,150000.0,642305,60,15.11,695.0,0,15317.5,1.2254,4.282,Business,1
54,Male,Bachelor,Salaried,3.0,169000.0,388127,60,23.6,757.0,0,11075.69,0.7864,2.2966,Education,1
32,Male,Bachelor,Self-Employed,0.0,150000.0,449997,36,13.18,680.0,0,15201.22,1.2161,3.0,Education,0
62,Male,High School,Unemployed,3.0,150000.0,603866,24,14.84,722.0,0,29233.55,2.3387,4.0258,Vehicle,1
29,Female,High School,Salaried,6.0,,410239,84,18.21,708.0,1,8672.91,0.6938,2.7349,Home,0
35,Female,Bachelor,Salaried,3.0,300762.0,1494807,48,15.95,690.0,1,42324.98,1.6887,4.9701,Business,0
60,Male,Bachelor,Salaried,2.0,150000.0,576451,48,13.18,549.0,0,15516.29,1.2413,3.843,Home,0
45,Male,Master,Business,4.0,150000.0,536234,12,14.39,697.0,0,48245.36,3.8596,3.5749,Home,0
25,Female,Master,Business,7.0,227841.0,935719,12,21.75,469.0,2,87465.49,4.6067,4.1069,Business,1
31,Male,Bachelor,Business,3.0,150000.0,599603,12,10.77,686.0,0,52929.6,4.2344,3.9974,Home,0
54,Male,Bachelor,Salaried,11.0,150000.0,223294,120,12.74,602.0,4,3299.86,0.264,1.4886,Personal,1
44,Female,High School,Salaried,3.0,150000.0,217009,24,10.78,662.0,1,10092.17,0.8074,1.4467,Education,0
35,Male,High School,Salaried,5.0,150000.0,484100,48,15.95,699.0,1,13707.14,1.0966,3.2273,Home,0
58,Male,Master,Salaried,11.0,167635.0,412753,24,10.15,848.0,0,19075.05,1.3655,2.4622,Education,1
28,Male,High School,Self-Employed,9.0,150000.0,663314,60,10.32,630.0,0,14198.13,1.1359,4.4221,Vehicle,1
25,Female,PhD,Salaried,6.0,150000.0,270819,36,21.27,657.0,1,10240.71,0.8193,1.8055,Home,1
46,Male,Bachelor,Self-Employed,8.0,150000.0,298330,84,19.1,722.0,4,6464.06,0.5171,1.9889,Personal,0
38,Female,Bachelor,Business,1.0,150000.0,187261,12,10.61,572.0,3,16516.39,1.3213,1.2484,Home,1
26,Female,High School,Salaried,14.0,150000.0,737675,60,13.88,762.0,3,17118.55,1.3695,4.9178,Vehicle,1
57,Male,Bachelor,Self-Employed,2.0,150000.0,153331,60,22.63,697.0,1,4289.94,0.3432,1.0222,Vehicle,0
33,Male,Bachelor,Salaried,,150000.0,738457,84,21.86,685.0,0,17235.27,1.3788,4.923,Business,0
48,Male,Bachelor,Salaried,11.0,150000.0,551815,36,18.3,,2,20032.58,1.6026,3.6788,Vehicle,0
25,Male,High School,Salaried,8.0,150000.0,135177,48,12.19,612.0,1,3572.35,0.2858,0.9012,Home,0
33,Female,High School,Salaried,6.0,150000.0,177610,48,13.66,626.0,2,4823.22,0.3859,1.1841,Home,0
37,Female,Bachelor,Salaried,11.0,150000.0,295705,120,18.28,669.0,1,5381.59,0.4305,1.9714,Medical,0
60,Male,Bachelor,Self-Employed,9.0,150000.0,250733,60,16.75,596.0,0,6197.71,0.4958,1.6716,Business,0
52,Female,Bachelor,Self-Employed,5.0,282208.0,1376914,36,16.75,745.0,0,48919.59,2.0802,4.8791,Home,1
49,Male,Bachelor,Salaried,13.0,150000.0,489005,48,14.49,624.0,0,13483.29,1.0787,3.26,Home,1
23,Female,Bachelor,Business,4.0,150000.0,125213,120,8.99,692.0,2,1585.47,0.1268,0.8348,Medical,0
60,Female,Bachelor,Business,13.0,150000.0,429648,12,9.51,,1,37675.04,3.014,2.8643,Personal,0
54,Male,High School,Self-Employed,9.0,178257.0,808775,24,21.28,653.0,2,41670.74,2.8052,4.5371,Vehicle,1
60,Male,Bachelor,Salaried,5.0,150000.0,355922,36,22.09,605.0,1,13609.4,1.0888,2.3728,Vehicle,0
47,Female,High School,Salaried,2.0,150000.0,524638,84,22.25,627.0,0,12371.26,0.9897,3.4976,Home,0
33,Female,High School,Self-Employed,7.0,150000.0,596904,120,15.33,631.0,1,9751.13,0.7801,3.9794,Education,0
53,Male,High School,Business,4.0,150000.0,199894,60,22.94,649.0,1,5628.22,0.4503,1.3326,Personal,1
26,Male,Master,Salaried,7.0,150000.0,652463,24,21.32,635.0,2,33629.88,2.6904,4.3498,Vehicle,0
44,Female,High School,Self-Employed,10.0,150000.0,377954,48,13.84,613.0,0,10297.84,0.8238,2.5197,Personal,1
39,Male,High School,Salaried,10.0,150000.0,113264,48,11.18,549.0,4,2937.28,0.235,0.7551,Personal,0
36,Male,Bachelor,Self-Employed,12.0,150000.0,668259,84,19.52,645.0,1,14646.96,1.1718,4.4551,Education,0
60,Male,High School,Salaried,2.0,150000.0,455938,36,19.47,719.0,0,16821.42,1.3457,3.0396,Home,0
48,Male,Master,Self-Employed,7.0,150000.0,208867,24,22.19,589.0,0,10855.24,0.8684,1.3924,Medical,0
53,Male,Bachelor,Self-Employed,1.0,150000.0,289278,48,8.33,779.0,2,7107.02,0.5686,1.9285,Personal,1
61,Female,Master,Salaried,7.0,150000.0,459326,36,13.32,547.0,1,15547.4,1.2438,3.0622,Education,0
33,Female,High School,Salaried,0.0,188621.0,411907,24,8.08,559.0,0,18644.47,1.1862,2.1838,Personal,0
63,Male,High School,Business,15.0,150000.0,232532,120,10.97,540.0,0,3199.18,0.2559,1.5502,Education,1
45,Male,Bachelor,Salaried,12.0,,398534,120,14.09,761.0,0,6209.48,0.4968,2.6569,Vehicle,0
62,Male,Bachelor,Self-Employed,0.0,150000.0,199905,60,9.53,651.0,0,4201.31,0.3361,1.3327,Education,0
56,Male,High School,Self-Employed,4.0,150000.0,240630,60,21.07,794.0,0,6519.33,0.5215,1.6042,Personal,0
47,Female,Bachelor,Business,9.0,150000.0,633045,120,10.85,549.0,0,8666.53,0.6933,4.2203,Home,0
58,Male,Master,Salaried,7.0,150000.0,229265,48,14.29,872.0,1,6298.41,0.5039,1.5284,Business,0
27,Female,High School,Business,7.0,172740.0,626899,120,20.73,611.0,0,12420.14,0.8628,3.6291,Home,0
25,Male,Bachelor,Salaried,8.0,150000.0,244067,36,9.43,660.0,0,7810.2,0.6248,1.6271,Home,0
63,Female,High School,Salaried,10.0,150000.0,218368,12,17.72,664.0,0,19990.89,1.5993,1.4558,Vehicle,0
51,Male,Master,Self-Employed,15.0,222870.0,363322,48,23.02,700.0,0,11648.99,0.6272,1.6302,Business,0
43,Male,Bachelor,Unemployed,2.0,150000.0,391101,12,15.0,683.0,0,35300.12,2.824,2.6073,Medical,1
62,Male,High School,Salaried,6.0,150000.0,173738,24,11.46,683.0,2,8134.71,0.6508,1.1583,Home,0
30,Female,Bachelor,Salaried,0.0,150000.0,146963,36,23.06,768.0,0,5693.49,0.4555,0.9798,Home,0
52,Female,PhD,Salaried,6.0,150000.0,585799,84,8.39,641.0,2,9244.63,0.7396,3.9053,Medical,0
63,Female,Bachelor,Salaried,13.0,150000.0,90728,48,12.64,639.0,0,2417.83,0.1934,0.6049,Home,0
50,Female,Bachelor,Unemployed,,150000.0,335201,60,20.99,795.0,2,9066.43,0.7253,2.2347,Vehicle,1
59,Female,Bachelor,Self-Employed,10.0,150000.0,342323,120,10.04,690.0,0,4531.41,0.3625,2.2822,Business,0
51,Male,Bachelor,Business,7.0,150000.0,677802,24,8.89,633.0,0,30931.01,2.4745,4.5187,Personal,0
38,Male,High School,Salaried,4.0,225427.0,898373,84,15.06,735.0,1,17365.94,0.9244,3.9852,Education,0
56,Female,High School,Salaried,0.0,150000.0,419706,120,12.97,665.0,1,6259.24,0.5007,2.798,Home,0
22,Female,Bachelor,Self-Employed,12.0,150000.0,398873,24,20.65,827.0,0,20427.84,1.6342,2.6592,Home,1
34,Female,Bachelor,Salaried,5.0,150000.0,456780,24,13.06,603.0,3,21729.03,1.7383,3.0452,Home,0
33,Male,High School,Self-Employed,6.0,150000.0,316533,12,18.55,704.0,1,29102.66,2.3282,2.1102,Vehicle,0
49,Male,Master,Salaried,0.0,150000.0,548024,12,16.74,598.0,2,49914.8,3.9932,3.6535,Education,1
32,Female,Bachelor,Salaried,4.0,150000.0,538098,84,17.35,665.0,2,11105.58,0.8884,3.5873,Personal,0
59,Female,Bachelor,Business,7.0,150000.0,462891,24,15.93,622.0,1,22649.1,1.8119,3.0859,Education,0
22,Male,High School,Self-Employed,8.0,150000.0,113942,120,9.74,680.0,0,1489.39,0.1192,0.7596,Vehicle,0
52,Female,Bachelor,Salaried,13.0,150000.0,160615,48,8.52,648.0,1,3960.4,0.3168,1.0708,Medical,0
33,Female,Bachelor,Business,5.0,150000.0,101511,12,16.47,614.0,0,9232.77,0.7386,0.6767,Vehicle,1
47,Male,Bachelor,Self-Employed,6.0,150000.0,559998,36,18.22,598.0,1,20307.13,1.6246,3.7333,Business,1
61,Female,High School,Self-Employed,13.0,150000.0,397379,120,19.47,682.0,2,7540.46,0.6032,2.6492,Business,0
37,Female,Bachelor,Salaried,11.0,268855.0,1289809,60,19.42,,0,33757.14,1.5067,4.7974,Home,1
60,Female,Master,Salaried,1.0,150000.0,717821,48,19.72,730.0,0,21736.61,1.7389,4.7855,Vehicle,0
51,Female,Bachelor,Business,12.0,150000.0,613765,84,7.84,593.0,2,9517.42,0.7614,4.0918,Home,0
54,Male,High School,Salaried,0.0,152728.0,380860,84,11.19,700.0,0,6559.36,0.5154,2.4937,Home,0
44,Male,Master,Salaried,8.0,150000.0,288536,120,19.54,702.0,1,5488.41,0.4391,1.9236,Medical,0
55,Male,High School,Salaried,10.0,150000.0,210657,36,9.54,814.0,1,6751.9,0.5402,1.4044,Home,0
26,Male,High School,Salaried,7.0,150000.0,231934,84,10.58,694.0,0,3920.24,0.3136,1.5462,Medical,0
39,Male,High School,Self-Employed,5.0,160405.0,795036,120,18.38,714.0,2,14520.44,1.0863,4.9564,Business,0
50,Male,High School,Salaried,5.0,150000.0,432985,84,20.83,557.0,1,9832.51,0.7866,2.8866,Personal,0
27,Male,Bachelor,Salaried,0.0,150000.0,83271,12,10.18,693.0,0,7327.82,0.5862,0.5551,Home,0
30,Male,High School,Business,7.0,150000.0,104897,60,16.59,586.0,0,2583.89,0.2067,0.6993,Education,0
61,Male,Master,Salaried,7.0,150000.0,384667,24,10.49,560.0,3,17837.55,1.427,2.5644,Personal,1
52,Female,Bachelor,Salaried,13.0,,374350,120,10.94,663.0,0,5143.97,0.4115,2.4957,Business,0
54,Male,Bachelor,Salaried,5.0,150000.0,348752,60,15.45,708.0,1,8379.39,0.6704,2.325,Business,0
48,Female,Bachelor,Salaried,4.0,150000.0,630932,24,18.62,730.0,1,31688.05,2.535,4.2062,Home,1
35,Male,Bachelor,Salaried,4.0,150000.0,549629,84,16.97,807.0,2,11222.58,0.8978,3.6642,Vehicle,0
50,Male,Bachelor,Self-Employed,3.0,256533.0,252268,36,9.02,636.0,1,8024.4,0.3754,0.9834,Vehicle,0
57,Female,Master,Self-Employed,5.0,150000.0,319808,36,12.21,618.0,1,10654.31,0.8523,2.1321,Medical,0
49,Male,Master,Business,2.0,150000.0,477758,48,22.98,612.0,2,15307.61,1.2246,3.1851,Vehicle,0
42,Male,Bachelor,Self-Employed,9.0,150000.0,333179,36,17.86,634.0,1,12021.83,0.9617,2.2212,Education,1
24,Male,Bachelor,Business,8.0,497428.0,714990,12,18.36,625.0,1,65672.84,1.5843,1.4374,Vehicle,0
40,Male,Master,Unemployed,1.0,150000.0,498935,12,10.98,762.0,0,44092.05,3.5274,3.3262,Personal,0
52,Male,Bachelor,Self-Employed,7.0,150000.0,481518,60,23.31,816.0,4,13660.12,1.0928,3.2101,Business,0
56,Male,High School,Business,11.0,150000.0,732861,84,10.91,699.0,0,12513.71,1.0011,4.8857,Vehicle,0
24,Male,High School,Self-Employed,11.0,150000.0,453722,24,11.64,700.0,0,21282.07,1.7026,3.0248,Vehicle,0
47,Female,Master,Salaried,,150000.0,665150,84,15.92,665.0,0,13180.96,1.0545,4.4343,Vehicle,0
37,Female,High School,Salaried,12.0,150000.0,715707,60,15.68,687.0,0,17283.15,1.3827,4.7714,Vehicle,0
32,Male,Master,Salaried,4.0,150000.0,368479,48,8.04,761.0,4,9002.57,0.7202,2.4565,Personal,0
42,Male,High School,Business,7.0,150000.0,110703,84,19.77,602.0,0,2442.98,0.1954,0.738,Home,0
37,Male,Bachelor,Self-Employed,5.0,183698.0,210467,48,9.09,633.0,3,5246.48,0.3427,1.1457,Education,1
30,Male,Bachelor,Self-Employed,2.0,150000.0,415179,84,8.39,688.0,1,6552.03,0.5242,2.7679,Business,0
21,Male,High School,Salaried,3.0,266453.0,1203917,12,15.87,576.0,1,109158.37,4.9161,4.5183,Personal,1
42,Female,Bachelor,Salaried,11.0,150000.0,516539,48,8.3,686.0,1,12683.09,1.0146,3.4436,Medical,0
46,Male,Bachelor,Salaried,12.0,150000.0,211000,84,10.81,575.0,0,3591.79,0.2873,1.4067,Medical,0
38,Female,Bachelor,Business,9.0,150000.0,548204,12,13.95,696.0,1,49208.76,3.9367,3.6547,Education,0
34,Male,Bachelor,Business,6.0,150000.0,678598,24,17.45,675.0,0,33698.33,2.6959,4.524,Personal,1
49,Female,High School,Self-Employed,14.0,150000.0,95402,120,20.42,682.0,0,1870.34,0.1496,0.636,Vehicle,0
32,Female,Bachelor,Salaried,10.0,321937.0,512734,60,12.28,692.0,1,11478.17,0.4278,1.5927,Education,0
56,Female,High School,Salaried,6.0,150000.0,178397,84,15.27,744.0,0,3469.56,0.2776,1.1893,Personal,0
55,Male,Bachelor,Salaried,0.0,256980.0,1035234,48,23.24,644.0,0,33317.05,1.5558,4.0285,Vehicle,0
32,Female,Master,Salaried,10.0,150000.0,676747,24,13.94,673.0,0,32473.4,2.5979,4.5116,Business,0
27,Female,Bachelor,Business,11.0,256798.0,769240,48,19.21,628.0,2,23085.7,1.0788,2.9955,Home,0
49,Female,Bachelor,Salaried,8.0,176869.0,763527,36,11.98,684.0,1,25352.73,1.7201,4.3169,Education,1
31,Male,Bachelor,Salaried,0.0,150000.0,518432,120,17.78,,0,9268.07,0.7414,3.4562,Home,0
53,Female,High School,Self-Employed,7.0,150000.0,518272,48,20.78,597.0,1,15987.39,1.279,3.4551,Home,1
26,Male,Bachelor,Salaried,15.0,150000.0,466303,24,22.58,740.0,0,24324.71,1.946,3.1087,Vehicle,1
35,Female,Master,Salaried,6.0,150000.0,108762,48,22.97,712.0,0,3484.19,0.2787,0.7251,Home,0
52,Female,High School,Unemployed,14.0,150000.0,707460,36,12.48,753.0,1,23660.32,1.8928,4.7164,Education,0
31,Male,Master,Salaried,9.0,150000.0,315145,120,10.81,712.0,0,4307.3,0.3446,2.101,Education,0
43,Male,Bachelor,Self-Employed,7.0,150000.0,616739,120,20.93,741.0,2,12301.56,0.9841,4.1116,Business,1
46,Male,High School,Salaried,12.0,150000.0,621739,48,17.89,614.0,1,18227.86,1.4582,4.1449,Vehicle,0
54,Female,Bachelor,Business,4.0,150000.0,726888,120,14.34,654.0,0,11435.2,0.9148,4.8459,Business,1
54,Male,Bachelor,Salaried,2.0,150000.0,295522,24,8.1,600.0,1,13379.14,1.0703,1.9701,Home,0
49,Male,High School,Self-Employed,2.0,150000.0,748244,120,12.58,731.0,0,10987.49,0.879,4.9883,Vehicle,0
24,Male,Master,Salaried,7.0,150000.0,277887,120,9.34,666.0,1,3571.49,0.2857,1.8526,Vehicle,0
37,Female,Master,Salaried,8.0,150000.0,379674,12,15.62,651.0,0,34379.91,2.7504,2.5312,Vehicle,0
